expert_kind,M,stage,median_ms,mean_ms,min_ms,p95_ms,achieved_tflops,achieved_gbps,compute_util,mem_bw_util,experts_used,rotation_ok
shared,16384,w2_gemm,17.06944,16.9846,16.773121,17.158144,24.1553,17.2004,0.3716,0.0538,18,True
shared,16384,full_chain,61.026304,60.905385,58.093601,62.378338,20.2719,14.4332,0.3119,0.0451,18,True
shared,32768,w13_gemm,88.917824,88.826779,85.947807,91.652321,18.5482,8.1133,0.2854,0.0254,9,True
shared,32768,silu_and_mul,1.55336,1.551412,1.53472,1.564672,0.216,259.2143,0.0033,0.81,9,True
shared,32768,w2_gemm,34.288048,34.583905,34.251553,35.18832,24.0502,16.3916,0.37,0.0512,9,True
shared,32768,full_chain,125.829712,126.314251,121.930336,129.902588,19.6634,13.3999,0.3025,0.0419,9,True
shared,65536,w13_gemm,184.364014,184.011241,174.131683,191.815231,17.8914,7.553,0.2753,0.0236,5,True
shared,65536,silu_and_mul,3.128592,3.124137,3.054112,3.165824,0.2145,257.4022,0.0033,0.8044,5,True
shared,65536,w2_gemm,73.462719,73.630383,71.419907,75.320259,22.4504,14.9587,0.3454,0.0467,5,True
shared,65536,full_chain,260.891617,261.593453,250.900452,274.378113,18.9675,12.6364,0.2918,0.0395,5,True
shared,131072,w13_gemm,379.358017,377.996918,353.315155,394.769165,17.3901,7.2087,0.2675,0.0225,2,True
shared,131072,silu_and_mul,6.343664,6.316847,6.186976,6.381568,0.2116,253.8931,0.0033,0.7934,2,True
shared,131072,w2_gemm,156.53389,156.412681,151.628647,159.510529,21.0723,13.8797,0.3242,0.0434,2,True
shared,131072,full_chain,535.028961,537.101217,516.41748,556.960266,18.498,12.1824,0.2846,0.0381,2,True
shared,262144,w13_gemm,756.299316,759.07191,727.955444,785.58667,17.4457,7.1652,0.2684,0.0224,1,True
shared,262144,silu_and_mul,12.7532,12.730071,12.5496,12.76816,0.2105,252.5817,0.0032,0.7893,1,True
shared,262144,w2_gemm,322.007935,321.188757,311.768005,327.003143,20.4873,13.4162,0.3152,0.0419,1,True
shared,262144,full_chain,1088.73938,1090.42689,1048.663574,1125.413208,18.1806,11.904,0.2797,0.0372,1,True
